StateCode,Division,YearMonth,    PCP,   TAVG,   PDSI,   PHDI,   ZNDX,   PMDI,    CDD,    HDD,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24,   TMIN,   TMAX,
       28,      01,   199708,   4.59,     69,   -.33,   1.45,    .31,     .5,    139,     15,    .24,     .5,   -.01,   -.09,    .43,   1.01,    1.7,   57.6,   80.4,
       28,      01,   199709,   3.05,   62.2,   -.52,   1.08,   -.67,   -.06,     26,    110,   -.29,   -.15,     .2,   -.31,   -.46,    .67,   1.51,     51,   73.4,
       28,      01,   199710,   2.12,   52.1,   -.88,   -.88,  -1.26,   -.88,      0,    400,   -.68,   -.84,   -.56,   -.62,   -.74,      0,   1.02,   40.2,   63.9,
       28,      01,   199711,   4.12,   39.7,    .06,    .06,    .19,   -.73,      0,    759,    .38,   -.27,   -.55,   -.38,   -.41,    .11,    .92,   31.2,   48.1,
       28,      01,   199712,   3.99,   33.5,     .2,     .2,    .42,   -.51,      0,    976,     .2,    .33,   -.18,   -.08,   -.38,   -.49,   1.05,   25.7,   41.4,
       28,      01,   199801,   4.01,   35.9,    .33,    .33,    .47,    .33,      0,    902,    .54,    .43,    .52,   -.23,    -.3,   -.41,     .8,   28.3,   43.5,
       28,      01,   199802,   4.53,     37,    .88,    .88,   1.75,    .88,      0,    784,   1.14,   1.08,    .87,    .07,    .04,   -.01,    .96,   28.6,   45.5,
       28,      01,   199803,   4.27,   41.5,     .8,     .8,    .04,     .8,      0,    728,    .38,    .95,   1.03,    .47,    .33,    .01,      1,   31.8,   51.1,
       28,      01,   199804,   5.63,   50.8,   1.16,   1.16,   1.32,   1.16,      0,    426,   1.05,    .91,   1.24,   1.11,    .37,    .23,    .93,   38.8,   62.8,
       28,      01,   199805,   6.58,   62.5,   1.57,   1.57,   1.58,   1.57,     45,    122,   1.31,   1.56,   1.42,   1.52,    .86,    .63,   1.23,   51.5,   73.5,
       28,      01,   199806,   6.22,   66.7,   2.24,   2.24,   2.49,   2.24,     83,     32,   1.13,   1.55,   1.82,   1.96,    1.3,   1.15,   1.36,   56.9,   76.4,
       28,      01,   199807,   1.84,   72.7,   -.76,   1.25,  -2.28,    .17,    239,      0,  -1.57,   -.18,    .52,   1.19,   1.14,    .53,     .9,   61.3,   84.2,
       28,      01,   199808,   2.95,   72.8,  -1.36,  -1.36,  -2.04,  -1.36,    245,      0,   -.64,  -1.64,   -.58,     .5,     .8,    .32,    .96,     61,   84.6,
       28,      01,   199809,   2.37,   65.8,  -1.88,  -1.88,  -1.99,  -1.88,     75,     51,   -.71,  -1.02,  -1.93,    .14,     .5,    .29,    .62,     54,   77.6,
       28,      01,   199810,   3.12,   53.5,  -2.14,  -2.14,  -1.34,  -2.14,      0,    360,    -.1,   -.71,   -.99,   -.33,    .31,    .45,    .23,   43.1,   63.8,
       28,      01,   199811,   1.53,   42.8,  -2.88,  -2.88,  -2.89,  -2.88,      0,    666,  -1.28,   -.95,  -1.27,  -1.39,   -.29,     .1,    .02,   32.1,   53.4,
       28,      01,   199812,   1.02,   38.3,  -3.85,  -3.85,  -3.82,  -3.85,      0,    828,  -1.89,  -2.22,  -1.95,  -2.53,   -.82,   -.32,   -.57,   28.6,     48,
       28,      01,   199901,   7.22,   29.4,  -2.41,  -2.41,   3.15,  -1.12,      0,   1104,   2.08,    .52,   -.27,   -.99,   -.45,    .13,   -.18,   19.7,   39.1,
       28,      01,   199902,   2.78,   33.4,  -2.25,  -2.25,   -.27,  -1.06,      0,    885,   -.06,   1.72,    .38,   -.83,  -1.01,   -.13,   -.12,   23.7,   43.1,
       28,      01,   199903,   5.25,   38.2,  -1.54,  -1.54,   1.42,    .16,      0,    831,    .92,    .64,    1.8,      0,  -1.19,    .02,   -.02,   28.2,   48.2,
       28,      01,   199904,    2.4,   49.4,  -1.98,  -1.98,  -1.78,   -.93,      0,    468,   -.91,    .11,   -.05,   -.24,   -.92,   -.48,   -.17,   36.8,   61.9,
       28,      01,   199905,   3.34,   59.1,  -2.08,  -2.08,   -.93,  -1.33,     16,    199,   -.27,   -.88,   -.13,    .09,    -.8,   -.98,   -.23,   46.7,   71.5,
       28,      01,   199906,   1.15,   69.6,  -2.96,  -2.96,  -3.27,  -2.96,    147,      9,   -2.7,  -1.66,  -1.95,    .02,  -1.03,  -1.72,   -.33,   56.8,   82.4,
       28,      01,   199907,    .89,   77.2,  -4.15,  -4.15,  -4.49,  -4.15,    378,      0,  -2.35,  -3.09,   -2.3,  -1.95,  -1.71,  -1.78,   -.87,   64.4,   90.1,
       28,      01,   199908,   4.78,     72,  -4.01,  -4.01,   -.87,  -4.01,    221,      0,    .32,   -1.2,  -1.98,  -1.59,  -1.21,  -1.53,   -.88,   60.1,   83.8,
       28,      01,   199909,  11.21,   65.5,   1.76,  -1.84,   5.28,    .26,     70,     55,   2.29,   1.82,     .9,   -.22,     .6,   -.22,   -.03,   55.2,   75.8,
       28,      01,   199910,   3.13,   50.9,    1.7,  -1.53,    .36,    .63,      0,    437,   -.09,   1.84,   1.49,   -.05,   -.12,   -.23,    .07,     39,   62.8,
       28,      01,   199911,   2.75,   46.4,   -.44,  -1.81,  -1.32,    -.2,      0,    558,   -.41,   -.42,   1.47,   -.07,   -.23,   -.07,    -.1,   36.5,   56.3,
       28,      01,   199912,   2.72,   35.1,   -.69,  -1.93,    -.9,   -.64,      0,    927,   -.58,   -.79,   -.73,    .23,    -.6,     .2,   -.14,   26.6,   43.6,
       28,      01,   200001,   3.11,   27.3,   -.71,  -1.81,   -.26,   -.63,      0,   1169,   -.05,   -.51,   -.73,    .89,   -.41,   -.43,   -.19,   18.2,   36.4,
       28,      01,   200002,    2.3,   32.3,   -.92,  -1.91,   -.84,   -.99,      0,    916,   -.49,   -.51,   -.76,    .81,   -.45,   -.51,   -.41,     23,   41.5,
       28,      01,   200003,   3.69,   43.8,   -1.1,  -1.99,   -.83,  -1.25,      0,    657,    .02,   -.34,   -.42,   -.87,   -.02,   -.77,   -.47,   32.3,   55.3,
       28,      01,   200004,   3.69,   48.2,   -1.1,  -1.89,   -.33,  -1.19,      0,    504,    .03,      0,   -.33,   -.75,    .55,   -.56,   -.65,   37.7,   58.8,
       28,      01,   200005,   4.63,   60.4,    .03,  -1.67,    .08,   -.94,     24,    167,    .43,    .28,    .21,   -.38,    .68,   -.38,   -.88,   49.1,   71.8,
       28,      01,   200006,   5.03,   68.2,    .37,  -1.16,   1.04,   -.13,    113,     17,    .63,    .66,    .49,    .09,   -.35,    .13,  -1.03,   57.6,   78.7,
       28,      01,   200007,   6.06,     69,    .95,    .95,   1.85,    .95,    136,     12,    .71,    .81,    .79,    .43,   -.05,    .83,   -.65,   58.7,   79.3,
       28,      01,   200008,   5.15,     69,    1.2,    1.2,   1.06,    1.2,    139,     15,    .47,    .68,    .77,    .65,    .18,    .87,   -.45,   59.4,   78.5,
       28,      01,   200009,   4.19,   62.4,   1.22,   1.22,    .43,   1.22,     28,    106,    .27,    .35,     .6,     .7,    .41,    .01,   -.24,   51.5,   73.2,
       28,      01,   200010,   1.02,   52.8,   -.67,   -.67,  -2.02,   -.67,      0,    378,   -1.6,   -.82,   -.38,    .24,    .02,   -.28,   -.45,   40.7,   64.8,
       28,      01,   200011,   3.11,   41.4,   -.87,   -.87,   -.79,   -.87,      0,    708,   -.19,  -1.21,   -.84,    .05,    .05,   -.26,   -.32,   32.3,   50.5,
       28,      01,   200012,    4.6,   26.8,   -.42,   -.42,   1.07,   -.42,      0,   1184,    .54,    .17,   -.68,   -.02,    .25,    .05,    .09,   17.9,   35.8,
       28,      01,   200101,   2.72,   27.4,    -.6,    -.6,   -.67,    -.6,      0,   1166,   -.35,    .15,   -.04,   -.45,    .14,   -.02,   -.29,   18.1,   36.8,
       28,      01,   200102,   2.58,   32.1,   -.69,   -.69,   -.46,   -.69,      0,    921,   -.23,   -.57,   -.03,   -.78,   -.03,    .01,   -.33,   23.3,     41,
       28,      01,   200103,   5.62,   36.1,    .67,    .67,   2.01,    .67,      0,    896,   1.11,    .71,    .35,   -.32,    .06,     .3,    -.3,   27.9,   44.4,
       28,      01,   200104,   1.95,   49.9,   -.76,   -.76,  -2.29,   -.76,      0,    453,  -1.35,    .08,   -.15,   -.14,   -.54,    .01,   -.35,     38,   61.8,
       28,      01,   200105,   3.84,   60.4,    -.9,    -.9,   -.63,    -.9,     24,    167,    .02,   -.86,    .02,   -.08,   -.68,   -.12,   -.36,   48.5,   72.3,
       28,      01,   200106,   5.77,     69,   -.23,   -.23,   1.72,    .57,    132,     12,    .95,    .64,   -.07,     .1,   -.32,   -.06,    .08,   57.5,   80.5,
       28,      01,   200107,   2.97,   69.5,   -.52,   -.52,   -.94,   -.52,    149,      9,   -.83,    .06,   -.03,   -.17,   -.19,   -.48,    .27,   57.6,   81.3,
       28,      01,   200108,   3.13,   73.9,  -1.02,  -1.02,  -1.65,  -1.02,    276,      0,   -.52,  -1.01,   -.33,   -.35,   -.39,   -.74,    .11,   62.7,   85.2,
       28,      01,   200109,    4.2,   63.2,   -.94,   -.94,   -.07,   -.88,     37,     91,    .27,   -.25,    -.7,   -.63,   -.46,   -.68,   -.56,     51,   75.3,
       28,      01,   200110,    .72,   53.6,   -1.9,   -1.9,  -3.17,   -1.9,      0,    357,  -1.97,   -.95,  -1.13,   -.85,   -.88,   -.77,   -.81,   40.8,   66.4,
       28,      01,   200111,   1.16,   46.7,  -2.88,  -2.88,  -3.55,  -2.88,      0,    549,  -1.59,  -2.76,  -1.59,  -1.42,  -1.23,  -1.22,   -.98,     35,   58.3,
       28,      01,   200112,   2.44,     39,  -3.52,  -3.52,  -2.81,  -3.52,      0,    806,   -.78,  -1.67,  -2.69,  -2.08,     -2,  -1.61,   -.92,   29.5,   48.5,
       28,      01,   200201,   1.91,   34.8,  -3.94,  -3.94,  -2.35,  -3.94,      0,    936,   -1.1,   -1.3,  -2.24,  -2.05,  -1.74,  -1.69,     -1,   25.9,   43.6,
