StateCode,Division,YearMonth,PCP,TAVG,PDSI,PHDI,ZNDX,PMDI,CDD,HDD,SP01,SP02,SP03,SP06,SP09,SP12,SP24,TMIN,TMAX,Wet/Dry Period
28,1,200806,3.38,71.1,-0.76,1.08,-1.1,-0.12,188,0,-0.26,-0.06,-0.49,0.45,0.95,0.69,1.01,59.4,82.9,0
28,1,200807,4.24,74.4,-0.9,0.75,-0.65,-0.67,291,0,-0.13,-0.34,-0.23,0.62,0.45,0.42,1.02,63.1,85.6,0
28,1,200808,2.57,69.4,-1.44,-1.44,-1.9,-1.44,149,13,-0.93,-0.72,-0.82,-0.51,0.17,0,0.89,57,81.8,0
28,1,200809,6.98,65.5,0.66,-0.63,1.98,0.52,70,55,1.24,0.41,0.24,-0.15,0.39,0.79,1.02,54.9,76.1,0
28,1,200810,3.76,51,0.87,0.87,0.83,0.87,0,434,0.21,0.98,0.37,0.08,0.64,0.51,0.78,39,63.1,0
28,1,200811,2.83,41.9,0.48,0.48,-0.9,0.48,0,693,-0.36,-0.14,0.63,-0.1,-0.03,0.5,0.52,33.8,50.1,0
28,1,200812,6.61,33.4,1.42,1.42,2.96,1.42,0,980,1.54,0.84,0.67,0.51,0.22,0.64,0.9,24.6,42.1,0
28,1,200901,2.51,23.5,-0.3,0.97,-0.89,0.4,0,1286,-0.52,0.85,0.46,0.44,0.24,0.7,0.82,15.2,31.8,0
28,1,200902,0.73,32.4,-1.24,-1.24,-2.93,-1.24,0,913,-3.09,-1.87,-0.05,0.43,-0.17,-0.07,0.72,22.3,42.5,0
28,1,200903,1.8,38.9,-1.9,-1.9,-2.34,-1.9,0,809,-1.43,-3.09,-2.99,-0.7,-0.47,-0.62,0.53,28.3,49.6,-1
28,1,200904,3.11,51.1,-2.12,-2.12,-1.26,-2.12,0,417,-0.35,-1.26,-2.17,-0.95,-0.54,-0.56,-0.03,39.6,62.6,-1
28,1,200905,4.78,59.8,0.09,-1.81,0.28,-1.62,20,181,0.51,0.11,-0.62,-0.54,-0.03,-0.49,0.2,48.8,70.7,-1
28,1,200906,7.63,66.1,1.44,1.44,4.07,1.44,72,39,1.65,1.45,1.09,-0.39,0.13,0.08,0.51,56.9,75.2,0
28,1,200907,5.74,69.8,1.79,1.79,1.49,1.79,157,8,0.57,1.45,1.38,0.07,0.26,0.27,0.51,59.1,80.6,1
28,1,200908,6.82,72.9,2.33,2.33,2.18,2.33,248,0,1.05,1.02,1.62,0.95,0.76,0.85,0.61,63.2,82.6,1
28,1,200909,2.48,62.7,1.74,1.74,-1.04,1.23,32,101,-0.63,0.34,0.52,0.99,0.04,0.31,0.72,52.7,72.7,1
28,1,200910,5.41,51.1,2.39,2.39,2.48,2.39,0,431,0.86,0.15,0.67,1.34,0.47,0.55,0.65,41.6,60.6,1
28,1,200911,1.49,47.5,1.29,1.29,-2.56,0.12,0,525,-1.31,-0.03,-0.52,0.9,0.48,0.4,0.48,38.9,56.2,0
28,1,200912,6.49,31.8,2.13,2.13,2.9,2.13,0,1029,1.49,0.27,0.72,0.76,1.13,0.39,0.59,23.8,39.7,1
28,1,201001,2.6,29,1.64,1.64,-0.8,1.21,0,1116,-0.45,0.84,0.02,0.44,1.13,0.38,0.64,20.8,37.2,1
28,1,201002,4.14,30.1,2.01,2.01,1.61,2.01,0,977,0.91,0.21,1.09,0.25,1.22,0.82,0.44,23.3,36.9,1
28,1,201003,8.84,44.6,3.33,3.33,4.6,3.33,0,632,2.5,2.37,1.89,1.55,1.53,1.67,0.74,34.5,54.7,2
28,1,201004,2.93,54.2,-0.61,2.38,-1.83,1.59,0,324,-0.48,1.47,1.66,1.1,1.19,1.64,0.7,41,67.3,1
28,1,201005,3.41,62.7,-0.98,1.71,-1.29,0.38,47,118,-0.23,-0.58,1.1,1.41,0.78,1.49,0.63,50.8,74.6,1
28,1,201006,2.68,71.5,-1.51,0.9,-1.91,-1.13,199,0,-0.75,-0.73,-0.99,0.6,0.81,0.86,0.61,59.8,83.1,0
28,1,201007,4.06,76.5,-1.82,-1.82,-1.39,-1.82,356,0,-0.22,-0.68,-0.72,0.57,0.41,0.59,0.62,64.8,88.2,-1
28,1,201008,3.25,72.8,-2.27,-2.27,-1.92,-2.27,245,0,-0.45,-0.53,-0.88,0.04,0.53,0.12,0.7,62.1,83.5,-1
28,1,201009,3.36,66.8,-2.47,-2.47,-1.3,-2.47,91,37,-0.12,-0.5,-0.58,-1.16,-0.02,0.3,0.36,55.2,78.5,-1
28,1,201010,5.97,53.9,0.52,-1.69,1.56,-0.96,0,348,1.06,0.59,0.2,-0.4,0.49,0.39,0.57,43.3,64.6,-1
28,1,201011,2.44,43,-0.49,-2.01,-1.48,-1.86,0,660,-0.61,0.48,0.16,-0.51,0.11,0.54,0.51,33.2,52.8,-1
28,1,201012,3.79,29.1,0.09,-1.71,0.28,-1.37,0,1113,0.09,-0.45,0.4,-0.27,-0.69,0.18,0.29,21.5,36.6,-1
28,1,201101,3.24,24.8,0.04,-1.58,-0.12,-1.23,0,1246,0.04,0.03,-0.38,-0.19,-0.56,0.25,0.36,16.1,33.4,-1
28,1,201102,3.35,30.7,0.23,-1.23,0.56,-0.6,0,960,0.38,0.13,0.15,0.15,-0.43,0.13,0.55,20,41.5,0
28,1,201103,6.91,39,1.24,1.24,3.12,1.24,0,806,1.71,1.5,1.26,0.99,0.29,-0.14,0.97,29.2,48.8,0
28,1,201104,6.62,51.6,1.86,1.86,2.23,1.86,0,402,1.48,1.93,1.92,1.07,0.81,0.34,1.18,41.6,61.5,1
28,1,201105,5.28,62.1,1.82,1.82,0.46,1.82,40,130,0.74,1.47,1.93,1.55,1.29,0.58,1.29,51.7,72.5,1
28,1,201106,4.68,69.6,1.79,1.79,0.48,1.79,147,9,0.46,0.75,1.37,1.74,1.41,0.84,1.07,59.1,80.1,1
28,1,201107,3.51,76.1,1.21,1.21,-1.19,0.56,344,0,-0.52,-0.13,0.21,1.45,0.93,0.73,0.92,64.6,87.6,0
28,1,201108,15.66,71.9,4.38,4.38,9.87,4.38,218,0,3.02,2.41,2.33,3.09,2.81,2.31,1.75,61.5,82.2,3
28,1,201109,10.1,66.8,5.61,5.61,5.03,5.61,91,37,2.04,3.09,2.84,2.97,3.09,2.64,2.24,58.7,74.9,3
28,1,201110,4.66,54.1,5.56,5.56,1.61,5.56,0,342,0.58,1.93,3.09,2.79,3.09,2.62,2.19,44.2,64,3
28,1,201111,3.93,46.4,4.91,4.91,-0.24,4.77,0,558,0.28,0.53,1.82,2.62,3.09,2.94,2.55,35.4,57.5,3
28,1,201112,4.55,37.9,4.64,4.64,0.7,4.64,0,840,0.52,0.47,0.66,2.96,2.72,2.87,2.12,28.6,47.3,3
28,1,201201,3.03,32.5,-0.12,4.04,-0.36,3.84,0,1008,-0.11,0.26,0.32,3.09,2.55,2.94,2.03,23.6,41.4,3
28,1,201202,1.07,36.9,-1.06,2.67,-2.85,1.35,0,787,-2.17,-1.3,-0.53,1.25,2.27,2.76,1.86,27.6,46.3,1
28,1,201203,1.33,48.3,-2.24,1.11,-3.87,-1.63,0,518,-1.92,-3.09,-2.64,-0.61,2.12,2.19,1.34,37.2,59.4,0
28,1,201204,2.87,50.9,-2.53,-2.53,-1.57,-2.53,0,423,-0.53,-1.77,-2.39,-1.2,2.2,1.8,1.28,39,62.9,-1
28,1,201205,5.15,63.9,-2.23,-2.23,0.13,-2.11,64,98,0.68,0.16,-0.76,-1,0.59,1.81,1.5,54.1,73.8,-1
28,1,201206,3.54,68.4,-2.19,-2.19,-0.58,-2.19,118,16,-0.16,0.33,-0.07,-1.44,-0.53,1.76,1.58,57.3,79.4,-1
28,1,201207,3.89,76,-2.3,-2.3,-1.01,-2.3,341,0,-0.31,-0.41,-0.03,-1.38,-0.92,1.75,1.64,64.7,87.3,-1
28,1,201208,3.89,72.9,-2.44,-2.44,-1.12,-2.44,248,0,-0.09,-0.36,-0.49,-0.92,-1.11,0.15,1.77,62,83.8,-1
28,1,201209,4.91,65.1,-2.08,-2.08,0.32,-1.88,64,61,0.55,0.2,-0.03,-0.12,-1.06,-0.49,1.79,54.5,75.7,-1
28,1,201210,4.99,54.9,-1.47,-1.47,1.18,-0.71,5,319,0.71,0.75,0.47,0.29,-0.72,-0.46,1.73,46.1,63.6,0
28,1,201211,1.12,39.9,-2.1,-2.1,-2.33,-2.1,0,753,-1.62,-0.32,-0.05,-0.38,-0.79,-1.02,1.68,31,48.8,-1
28,1,201212,5.42,37.7,-1.36,-1.36,1.55,-0.59,0,846,0.97,-0.32,0.21,-0.01,-0.02,-0.8,1.67,30.3,45.1,0
28,1,201301,3.03,31.4,-1.34,-1.34,-0.34,-0.68,0,1042,-0.11,0.6,-0.34,0.07,0.05,-0.8,1.58,23.6,39.2,0
28,1,201302,2.35,30.2,-1.46,-1.46,-0.76,-1.08,0,974,-0.44,-0.53,0.3,0.07,-0.26,-0.59,1.52,22.7,37.7,0
28,1,201303,2.58,37.2,-1.75,-1.75,-1.35,-1.75,0,862,-0.76,-0.98,-0.98,-0.36,-0.44,-0.4,1.22,29,45.5,-1
28,1,201304,2.23,50,-2.25,-2.25,-2.02,-2.25,0,450,-1.07,-1.33,-1.39,-1.22,-0.61,-0.51,0.83,38.5,61.6,-1
28,1,201305,4.85,59.7,0.12,-1.9,0.35,-1.67,19,184,0.54,-0.23,-0.63,-0.3,-0.33,-0.57,0.81,48.2,71.2,-1
28,1,201306,8.53,69.6,1.63,1.63,4.57,1.63,147,9,1.95,1.69,1.12,0.36,0.36,0.11,1.16,58.9,80.3,1
28,1,201307,4.84,76.4,1.46,1.46,-0.01,1.38,353,0,0.16,1.45,1.39,0.42,0.12,0.23,1.33,67.3,85.5,0
28,1,201308,4.77,69.9,1.45,1.45,0.43,1.45,162,10,0.32,0.23,1.2,0.56,0.57,0.36,0.37,59.9,79.8,0
28,1,201309,2.23,62.8,-0.46,0.84,-1.39,0.01,33,99,-0.81,-0.36,-0.25,0.48,0.01,0.08,-0.38,51,74.6,0
28,1,201310,1.01,55.4,-1.4,-1.4,-2.94,-1.4,6,304,-1.61,-1.78,-1.15,0.27,-0.39,-0.49,-0.75,44.5,66.3,0
28,1,201311,3.22,40.8,-1.61,-1.61,-1.06,-1.61,0,726,-0.12,-1.16,-1.46,0.06,-0.34,-0.21,-0.84,31,50.7,-1
28,1,201312,4.21,32.8,0.2,-1.24,0.6,-0.86,0,998,0.33,0.05,-0.79,-0.8,0,-0.36,-0.78,24.3,41.2,0
28,1,201401,3.13,22.9,0.1,-1.19,-0.24,-0.86,0,1305,-0.03,0.16,0.01,-0.92,0.18,-0.36,-0.72,13.2,32.5,0
28,1,201402,4.76,25.9,0.9,0.9,2.43,0.9,0,1095,1.27,0.77,0.74,-0.7,0.33,-0.01,-0.39,16.2,35.6,0
28,1,201403,3.32,32.5,0.75,0.75,-0.18,0.75,0,1008,-0.22,0.66,0.46,-0.32,-0.57,0.11,-0.21,22.5,42.4,0
28,1,201404,4.65,48.9,0.86,0.86,0.56,0.86,0,483,0.58,0.24,0.73,0.47,-0.47,0.4,-0.07,36.6,61.1,0
28,1,201405,5.19,60.9,0.94,0.94,0.52,0.94,28,155,0.7,0.83,0.56,0.81,-0.29,0.43,-0.12,49.9,71.8,0
28,1,201406,4.34,69.1,0.91,0.91,0.18,0.91,135,12,0.29,0.62,0.73,0.78,0.15,-0.19,-0.02,57.8,80.3,0
28,1,201407,5.53,72.9,1.12,1.12,0.91,1.12,245,0,0.48,0.43,0.63,0.93,0.69,-0.1,0.13,62.3,83.5,0
28,1,201408,2.33,69.7,-0.56,-0.56,-1.67,-0.56,157,11,-1.14,-0.34,-0.24,0.08,0.37,-0.4,-0.03,58.3,81,0
28,1,201409,1.36,65.4,-1.35,-1.35,-2.56,-1.35,68,56,-1.64,-1.9,-1.06,-0.3,-0.13,-0.45,-0.35,54,76.7,0
28,1,201410,4.13,55.6,-1.32,-1.32,-0.3,-1.32,7,298,0.37,-0.71,-1.22,-0.37,-0.01,-0.02,-0.44,45.8,65.5,0
28,1,201411,3.71,39.9,-1.3,-1.3,-0.37,-1.3,0,753,0.16,0.29,-0.57,-0.58,-0.29,0.04,-0.22,30.9,48.8,0
28,1,201412,4.07,36.5,-1.06,-1.06,0.32,-0.79,0,884,0.25,0.19,0.32,-0.62,-0.09,0.05,-0.26,29.9,43.1,0
28,1,201501,3.8,24.6,-0.79,-0.79,0.47,-0.17,0,1252,0.41,0.38,0.35,-0.74,-0.18,0.12,-0.16,16,33.2,0
28,1,201502,1.87,18.8,-1.18,-1.18,-1.4,-1.18,0,1294,-0.95,-0.37,-0.09,-0.61,-0.61,-0.31,-0.22,8.4,29.2,0
28,1,201503,3.89,33,-0.92,-0.92,0.4,-0.58,0,992,0.15,-0.47,-0.21,0.13,-0.71,-0.22,-0.11,23,42.9,0
28,1,201504,2.39,49.7,-1.44,-1.44,-1.82,-1.44,0,459,-0.92,-0.49,-0.95,-0.35,-1.11,-0.59,-0.11,38,61.5,0
28,1,201505,1.45,64.9,-2.39,-2.39,-3.3,-2.39,78,81,-1.64,-2.15,-1.55,-1.17,-1.27,-1.16,-0.46,51.9,77.8,-1
28,1,201506,7.18,68.2,-1.13,-1.13,3.03,0.25,113,17,1.49,0.31,-0.25,-0.39,-0.09,-0.76,-0.59,58.3,78.2,0
28,1,201507,3.16,73.6,-1.42,-1.42,-1.21,-0.56,267,0,-0.72,0.58,-0.25,-0.84,-0.5,-1.06,-0.79,62.9,84.3,0
28,1,201508,2.63,72.8,-1.97,-1.97,-2.1,-1.9,245,0,-0.88,-1.15,-0.03,-0.91,-0.9,-0.99,-1.05,60.6,84.9,-1
28,1,201509,4.03,69.1,-2.05,-2.05,-0.85,-2.05,139,16,0.2,-0.48,-0.85,-0.87,-0.92,-0.56,-0.83,57.2,80.9,-1
28,1,201510,3.8,52.6,-1.95,-1.95,-0.31,-1.95,0,384,0.23,0.13,-0.35,-0.5,-0.96,-0.65,-0.54,40.9,64.2,-1
28,1,201511,1.95,47.5,-2.59,-2.59,-2.55,-2.59,0,525,-0.95,-0.47,-0.4,-0.3,-1.02,-1.04,-0.69,37.1,57.9,-1
28,1,201512,4.5,44.9,-2.43,-2.43,-0.32,-2.43,0,623,0.49,-0.36,-0.17,-0.84,-0.85,-0.9,-0.57,36.8,53,-1
28,1,201601,3.28,29,-2.21,-2.21,-0.08,-2.18,0,1116,0.07,0.34,-0.29,-0.57,-0.6,-0.98,-0.51,19.9,38.1,-1
28,1,201602,4.46,33.6,-1.33,-1.33,1.94,-0.39,0,879,1.1,0.7,0.78,0.12,0.06,-0.56,-0.55,23.8,43.4,0
28,1,201603,1.2,45.1,-2.41,-2.41,-3.64,-2.41,0,617,-2.07,-0.53,-0.49,-0.44,-1.02,-1.03,-0.77,33.4,56.7,-1
28,1,201604,2.08,49.4,-2.86,-2.86,-2.1,-2.86,0,468,-1.22,-2.71,-1.13,-0.99,-1.04,-1.04,-1,36.8,61.9,-1
28,1,201605,3.81,59.2,-2.74,-2.74,-0.52,-2.74,17,196,0,-0.8,-1.95,-0.6,-0.78,-0.67,-1.16,48.6,69.9,-1
28,1,201606,2.51,69.1,-3.05,-3.05,-1.76,-3.05,135,12,-0.89,-0.62,-1.25,-1.33,-1.08,-1.37,-1.42,56.8,81.4,-2
28,1,201607,6.47,75.3,-2.37,-2.37,1.08,-1.87,319,0,0.88,0.14,0.03,-0.7,-0.74,-0.87,-1.38,64.2,86.5,-1
28,1,201608,2.91,75,-2.78,-2.78,-1.97,-2.78,310,0,-0.67,0.16,-0.33,-1.31,-0.75,-0.8,-1.37,64,86,-1
28,1,201609,2.08,67.9,-3.27,-3.27,-2.32,-3.27,112,25,-0.92,-1.17,-0.35,-1.12,-1.24,-1.06,-1.25,56.1,79.6,-2
28,1,201610,2.56,54.6,-3.58,-3.58,-1.93,-3.58,0,327,-0.4,-1.07,-1.33,-0.91,-1.44,-1.38,-1.46,43.6,65.5,-2
28,1,201611,3.44,45,-3.67,-3.67,-1.37,-3.67,0,600,0.01,-0.37,-0.92,-0.91,-1.7,-1.22,-1.43,34.4,55.6,-2
28,1,201612,3.51,33.7,-3.48,-3.48,-0.56,-3.48,0,970,-0.08,-0.15,-0.41,-0.65,-1.21,-1.35,-1.43,25.6,41.8,-2
28,1,201701,3.59,33.7,-3.06,-3.06,0.17,-2.94,0,970,0.28,0.06,0,-1.02,-0.8,-1.25,-1.4,26.7,40.7,-2
28,1,201702,2.08,37,-3.25,-3.25,-1.5,-3.25,0,784,-0.72,-0.37,-0.31,-1.03,-0.99,-1.7,-1.34,26.9,47.1,-2
28,1,201703,4.12,35.9,-2.77,-2.77,0.42,-2.54,0,902,0.29,-0.23,-0.11,-0.41,-0.7,-1.19,-1.37,26.1,45.6,-1
